id,name,attribute,level,type,atk,def,passcode,frameType
11477,Yosenju Shinchu R,WIND,4,Rock,0,2100,91420254,effect_pendulum
11480,"Shurit, Strategist of the Nekroz",WATER,3,Warrior,300,1800,90307777,effect
11481,Great Sorcerer of the Nekroz,WATER,4,Spellcaster,1500,800,27796375,effect
11482,"Exa, Enforcer of the Nekroz",WATER,5,Dragon,2000,1000,53180020,effect
11483,Nekroz of Clausolas,WATER,3,Warrior,1200,2300,99185129,ritual
11484,Nekroz of Brionac,WATER,6,Warrior,2300,1400,26674724,ritual
11485,Nekroz of Trishula,WATER,9,Warrior,2700,2000,52068432,ritual
11486,Nekroz of Unicore,WATER,4,Spellcaster,2300,1000,89463537,ritual
11487,Nekroz of Valkyrus,WATER,8,Spellcaster,2900,1700,25857246,ritual
11488,Nekroz of Catastor,WATER,5,Dragon,2200,1200,52846880,ritual
11489,Nekroz of Decisive Armor,WATER,10,Dragon,3300,2300,88240999,ritual
11492,Ritual Beast Tamer Lara,WIND,1,Psychic,100,2000,87118301,effect
11493,Ritual Beast Tamer Elder,WIND,2,Psychic,200,1000,14513016,effect
11494,Ritual Beast Tamer Wen,WIND,3,Psychic,1500,1000,40907115,effect
11495,Spiritual Beast Apelio,WIND,4,Pyro,1800,200,86396750,effect
11496,Spiritual Beast Pettlephin,WIND,4,Aqua,0,2000,13890468,effect
11497,Spiritual Beast Cannahawk,WIND,4,Thunder,1400,600,49885567,effect
11503,Lancephorhynchus,WIND,6,Dinosaur,2500,800,48940337,normal_pendulum
11505,"Rubic, Malebranche of the Burning Abyss",DARK,3,Fiend,100,2100,734741,effect
11506,"Alich, Malebranche of the Burning Abyss",DARK,3,Fiend,1200,0,47728740,effect
11507,"Calcab, Malebranche of the Burning Abyss",DARK,3,Fiend,1400,0,73213494,effect
11510,U.A. Midfielder,EARTH,4,Warrior,1200,1000,72491806,effect
11511,U.A. Goalkeeper,EARTH,6,Warrior,1000,2800,9485511,effect
11515,Heavy Knight of the Flame,FIRE,4,Zombie,1800,200,34761062,effect
11516,BOXer,EARTH,4,Warrior,1800,1000,61156777,effect
11517,Kabuki Dragon,LIGHT,6,Dragon,2300,2100,7541475,effect
11521,Performapal Fire Mufflerlion,FIRE,3,Beast,800,800,33823832,effect_pendulum
11522,Performapal Partnaga,EARTH,5,Reptile,500,2100,69211541,effect_pendulum
11523,Performapal Friendonkey,EARTH,3,Beast,1600,600,96606246,effect
11524,Performapal Spikeagle,WIND,2,Winged Beast,900,900,22091345,effect
11525,Performapal Stamp Turtle,WATER,4,Aqua,100,1800,65195959,effect
11526,Performapal Trump Witch,DARK,1,Spellcaster,100,100,91584698,effect_pendulum
11527,Superheavy Samurai Flutist,EARTH,3,Machine,500,1000,27978707,effect
11528,Superheavy Samurai Trumpeter,EARTH,2,Machine,300,600,64373401,effect
11529,Superheavy Samurai Soulpiercer,EARTH,4,Machine,1200,0,90361010,effect
11530,Superheavy Samurai Soulbeads,EARTH,1,Machine,0,0,27756115,effect
11531,Raidraptor - Vanishing Lanius,DARK,4,Winged Beast,1300,1600,53251824,effect
11532,Gem-Knight Lapis,EARTH,3,Rock,1200,100,99645428,normal
11533,Infernoid Antra,FIRE,2,Fiend,0,2000,26034577,effect
11534,Infernoid Harmadik,FIRE,3,Fiend,1600,0,52038272,effect
11535,Infernoid Patrulea,FIRE,4,Fiend,1800,0,89423971,effect
11536,Infernoid Piaty,FIRE,5,Fiend,2200,0,25811989,effect
11537,Infernoid Seitsemas,FIRE,7,Fiend,2600,0,51316684,effect
11538,Infernoid Attondel,FIRE,8,Fiend,2800,0,88301393,effect
11539,Infernoid Onuncu,FIRE,10,Fiend,3000,3000,14799437,effect
11540,Qliphort Monolith,EARTH,5,Machine,2400,1000,51194046,normal_pendulum
11541,Qliphort Cephalopod,EARTH,7,Machine,2800,1000,87588741,effect_pendulum
11542,Qliphort Stealth,EARTH,8,Machine,2800,1000,13073850,effect_pendulum
11543,Apoqliphort Skybase,EARTH,9,Machine,2900,2500,40061558,effect
11544,Satellarknight Capella,LIGHT,4,Warrior,1100,2000,86466163,effect
11545,Satellarknight Rigel,LIGHT,4,Warrior,1900,700,13851202,effect
11546,Yosenju Magat,WIND,6,Beast,2000,100,49249907,effect
11547,Yosenju Tsujik,WIND,4,Beast-Warrior,1000,0,25244515,effect
11548,Dance Princess of the Nekroz,WATER,4,Spellcaster,1600,800,52738610,effect
11549,Spiritual Beast Rampengu,WIND,4,Beast,1600,400,88123329,effect
11550,Morphtronic Smartfon,EARTH,1,Machine,100,100,15521027,effect
11551,Jinzo - Jector,DARK,4,Machine,800,2000,51916032,effect
11552,Skilled Blue Magician,LIGHT,4,Spellcaster,1800,1800,88901771,effect
11553,Koa'ki Meiru Overload,EARTH,4,Rock,1900,1200,14309486,effect
11554,Jigabyte,WATER,4,Reptile,1500,200,40894584,effect
11555,Caius the Mega Monarch,DARK,8,Fiend,2800,1000,87288189,effect
11556,Thunderclap Skywolf,LIGHT,7,Thunder,2500,2000,13683298,effect
11557,Lightning Rod Lord,LIGHT,4,Thunder,1800,100,40672993,effect
11558,Dragon Dowser,EARTH,4,Wyrm,1500,1500,76066541,effect
11559,Frontline Observer,EARTH,4,Machine,1000,1500,12451640,effect
11560,Uni-Zombie,DARK,3,Zombie,1300,0,49959355,effect
11561,Deskbot 003,EARTH,3,Machine,500,500,75944053,effect
11562,Legendary Maju Garzett,DARK,8,Fiend,0,0,12338068,effect
11563,Marmiting Captain,EARTH,3,Warrior,1200,400,48737767,effect
11564,Nekroz of Gungnir,WATER,7,Spellcaster,2500,1700,74122412,ritual
11601,Crystal Master,DARK,3,Spellcaster,1300,1000,87475570,effect_pendulum
11602,Crystal Keeper,FIRE,4,Warrior,1500,1800,14469229,effect_pendulum
11605,Heavy Freight Train Derricrane,EARTH,10,Machine,2800,2000,13647631,effect
11608,Symphonic Warrior Guitaar,WIND,3,Machine,1500,100,12525049,effect_pendulum
11609,Symphonic Warrior Synthess,WIND,4,Machine,1200,1900,49919798,effect
11615,Performapal Pendulum Sorcerer,EARTH,4,Spellcaster,1500,800,47075569,effect_pendulum
11616,D/D/D Oblivion King Abyss Ragnarok,DARK,8,Fiend,2200,3000,74069667,effect_pendulum
11620,Jet Synchron,FIRE,1,Machine,500,0,9742784,effect
11621,Rush Warrior,WIND,2,Warrior,300,1200,36736723,effect
11622,Synchron Carrier,EARTH,2,Machine,0,1000,62125438,effect
11630,Dragoons of Draconia,FIRE,4,Beast-Warrior,1800,200,73779005,normal_pendulum
11632,"Farfa, Malebranche of the Burning Abyss",DARK,3,Fiend,1000,1900,36553319,effect
11633,"Libic, Malebranche of the Burning Abyss",DARK,3,Fiend,1300,700,62957424,effect
11634,"Cagna, Malebranche of the Burning Abyss",DARK,3,Fiend,1500,300,9342162,effect
11635,"Malacoda, Netherlord of the Burning Abyss",DARK,6,Fiend,2700,2200,35330871,ritual
11637,U.A. Playmaker,EARTH,8,Warrior,2600,2000,98229575,effect
11638,U.A. Blockbacker,EARTH,7,Warrior,1600,2700,34614289,effect
11641,Junk Giant,EARTH,6,Machine,2000,2400,34492631,effect
11642,Absolute King Back Jack,DARK,1,Fiend,0,0,60990740,effect
11643,Rose Paladin,EARTH,4,Warrior,1800,200,96385345,effect
11644,"Ghost Charon, the Underworld Boatman",DARK,2,Zombie,500,0,23379054,effect
11645,Peropero Cerperus,EARTH,3,Beast,0,1800,69764158,effect
11646,"Tristan, Knight of the Underworld",DARK,4,Zombie,1800,0,96163807,effect
11647,"Isolde, Belle of the Underworld",DARK,4,Zombie,1000,0,22657402,effect
11657,Harpie Harpist,WIND,4,Winged Beast,1700,600,56585883,effect
11658,Dragong,EARTH,4,Machine,500,2100,83980492,normal_pendulum
11659,Mandragon,EARTH,5,Plant,2500,1000,19474136,normal_pendulum
11664,Fiendish Rhino Warrior,EARTH,3,Fiend,1400,900,81035362,effect
11665,Cuben,LIGHT,4,Thunder,600,1900,17530001,effect
11666,World Carrotweight Champion,DARK,4,Plant,1900,0,44928016,effect
11676,Phantom Gryphon,WIND,4,Winged Beast,2000,0,74852097,normal
11677,Performapal Elephammer,EARTH,6,Beast,2600,1800,340002,effect
11678,Performapal Bowhopper,EARTH,4,Insect,1500,1000,37745740,effect
11679,Performapal Lizardraw,EARTH,3,Reptile,1200,600,73130445,effect_pendulum
11680,Performapal Springoose,WIND,5,Winged Beast,1100,2400,128454,effect
11681,Superheavy Samurai Big Waraji,EARTH,5,Machine,800,1800,36523152,effect
11682,Superheavy Samurai Gigagloves,EARTH,3,Machine,100,1000,62017867,effect
11683,Superheavy Samurai Battleball,DARK,2,Machine,100,800,9402966,effect
11684,Superheavy Samurai Soulbuster Gauntlet,EARTH,1,Machine,0,400,35800511,effect
11685,Soprano the Melodious Songstress,LIGHT,4,Fairy,1400,1400,62895219,effect
11686,Fluffal Sheep,EARTH,2,Fairy,400,800,98280324,effect
11687,Edge Imp Saw,DARK,3,Fiend,500,1000,34688023,effect
11688,Edge Imp Chain,DARK,4,Fiend,1200,1800,61173621,effect
11689,Edge Imp Tomahawk,DARK,4,Fiend,1800,800,97567736,effect
11690,Edge Imp Frightfuloid,DARK,4,Fiend,1300,1300,34566435,effect
11691,Raidraptor - Sharp Lanius,DARK,4,Winged Beast,1700,1000,60950180,effect
11692,Raidraptor - Mimicry Lanius,DARK,4,Winged Beast,1100,1900,96345188,effect
11693,Yosenju Kodam,WIND,1,Beast-Warrior,0,0,23740893,effect
11694,Yosenju Oyam,WIND,6,Beast,-1,-1,69838592,effect
11695,Satellarknight Zefrathuban,LIGHT,4,Warrior,0,2100,96223501,effect_pendulum
11696,Stellarknight Zefraxciton,LIGHT,4,Fiend,1900,0,22617205,effect_pendulum
11697,Shaddoll Zefranaga,DARK,2,Spellcaster,900,100,58016954,effect_pendulum
11698,Shaddoll Zefracore,DARK,4,Rock,450,1950,95401059,effect_pendulum
11699,"Zefraxi, Treasure of the Yang Zing",EARTH,3,Wyrm,1500,0,21495657,effect_pendulum
11700,"Zefraniu, Secret of the Yang Zing",EARTH,6,Wyrm,0,2600,58990362,effect_pendulum
11701,"Zefrasaber, Swordmaster of the Nekroz",WATER,4,Spellcaster,1500,800,84388461,effect_pendulum
11702,"Zefraxa, Flame Beast of the Nekroz",FIRE,5,Dragon,2000,1000,20773176,effect_pendulum
11703,Ritual Beast Tamer Zeframpilica,WIND,3,Psychic,1000,1500,57777714,effect_pendulum
11704,Ritual Beast Tamer Zefrawendi,WIND,3,Psychic,1500,1000,23166823,effect_pendulum
11705,Infernoid Pirmais,FIRE,1,Fiend,0,0,60551528,effect
11706,Infernoid Sjette,FIRE,6,Fiend,2400,0,96055137,effect
11707,Infernoid Devyaty,FIRE,9,Fiend,2900,2900,23440231,effect
11708,Ghost Ogre & Snow Rabbit,LIGHT,3,Psychic,0,1800,59438930,effect
11709,Magma Dragon,FIRE,4,Wyrm,1600,1200,95833645,effect
11710,Deskbot 004,EARTH,4,Machine,500,500,22227683,effect
11711,Doomdog Octhros,DARK,3,Fiend,800,800,58616392,effect
11712,Putrid Pudding Body Buddies,WATER,1,Fiend,300,300,85101097,effect
11713,Nekroz of Sophia,LIGHT,11,Spellcaster,3600,3400,21105106,ritual
11756,Mithra the Thunder Vassal,LIGHT,2,Thunder,800,1000,22404675,effect
11757,Berlineth the Firestorm Vassal,FIRE,3,Pyro,800,1000,59808784,effect
11758,Landrobe the Rock Vassal,EARTH,4,Rock,800,1000,95993388,effect
11759,Garum the Storm Vassal,WIND,3,Winged Beast,800,1000,22382087,effect
11760,Lucius the Shadow Vassal,DARK,1,Fiend,800,1000,58786132,effect
11762,"Neptabyss, the Atlantean Prince",WATER,1,Sea Serpent,800,0,21565445,effect
11767,Raidraptor - Tribute Lanius,DARK,4,Winged Beast,1800,400,83236601,effect
11768,Odd-Eyes Saber Dragon,LIGHT,7,Dragon,2800,2000,19221310,effect
11769,D/D/D Dragon King Pendragon,DARK,7,Fiend,2600,2400,56619314,effect
11770,Sea Dragoons of Draconia,WATER,3,Sea Serpent,200,2100,82114013,normal_pendulum
11772,"Draghig, Malebranche of the Burning Abyss",DARK,3,Fiend,1100,900,45593826,effect
11773,"Barbar, Malebranche of the Burning Abyss",DARK,3,Fiend,1700,1000,81992475,effect
11776,U.A. Dreadnought Dunker,EARTH,7,Warrior,2500,1800,71279983,effect
11777,U.A. Rival Rebounder,EARTH,6,Warrior,2200,2300,17264592,effect
11780,Kaiser Sea Snake,WATER,8,Sea Serpent,2500,1000,6442944,effect
11781,Junk Breaker,EARTH,4,Warrior,1800,1000,43436049,effect
11784,Wisdom-Eye Magician,LIGHT,4,Spellcaster,1500,1500,72714461,effect_pendulum
11785,Mystery Shell Dragon,DARK,4,Wyrm,2000,0,18108166,normal
11786,Risebell the Summoner,WIND,3,Psychic,800,800,45103815,normal_pendulum
11787,Xiangke Magician,DARK,7,Spellcaster,2500,500,71692913,effect_pendulum
11788,Xiangsheng Magician,LIGHT,4,Spellcaster,500,1500,17086528,effect_pendulum
11789,Performapal Camelump,EARTH,4,Beast,800,1800,44481227,effect_pendulum
11790,Performapal Drummerilla,EARTH,5,Beast,1600,900,70479321,effect_pendulum
11791,Superheavy Samurai Blowtorch,EARTH,1,Machine,500,300,7864030,effect
11792,Opera the Melodious Diva,LIGHT,4,Fairy,2300,1000,43268675,effect
11793,Tamtam the Melodious Diva,LIGHT,4,Fairy,1000,2000,79757784,effect
11794,Fluffal Mouse,EARTH,1,Fairy,100,100,6142488,effect
11795,D/D Pandora,DARK,5,Fiend,1700,2100,32146097,effect
11796,Crystal Rose,LIGHT,2,Rock,500,500,79531196,effect
11797,Raidraptor - Fuzzy Lanius,DARK,4,Winged Beast,500,1500,5929801,effect
11798,Raidraptor - Singing Lanius,DARK,4,Winged Beast,100,100,31314549,effect
11799,Performage Damage Juggler,LIGHT,4,Spellcaster,1500,1000,68819554,effect
11800,Performage Flame Eater,FIRE,4,Spellcaster,1200,1600,4807253,effect
11801,Performage Hat Tricker,EARTH,4,Spellcaster,1100,1100,31292357,effect
11802,Performage Trick Clown,LIGHT,4,Spellcaster,1600,1200,67696066,effect
11803,Performage Stilts Launcher,EARTH,6,Spellcaster,2200,0,4081665,effect
11804,Red-Eyes Black Flare Dragon,DARK,7,Dragon,2400,2000,30079770,effect
11805,The Black Stone of Legend,DARK,1,Dragon,0,0,66574418,effect
11806,Black Metal Dragon,DARK,1,Dragon,600,600,93969023,effect
11807,Red-Eyes Archfiend of Lightning,DARK,6,Fiend,2500,1200,39357122,effect
11808,Keeper of the Shrine,DARK,4,Dragon,0,2100,66752837,effect
11809,"Luster Pendulum, the Dracoslayer",LIGHT,4,Dragon,1850,0,92746535,effect_pendulum
11810,Igknight Squire,FIRE,3,Warrior,0,2000,24131534,normal_pendulum
11811,Igknight Crusader,FIRE,3,Warrior,1600,300,61639289,normal_pendulum
11812,Igknight Templar,FIRE,4,Warrior,1700,1300,97024987,normal_pendulum
11813,Igknight Paladin,FIRE,4,Warrior,1400,1900,24019092,normal_pendulum
11814,Igknight Margrave,FIRE,5,Warrior,1500,2500,50407691,normal_pendulum
11815,Igknight Gallant,FIRE,6,Warrior,2100,2200,96802306,normal_pendulum
11816,Igknight Lancer,FIRE,7,Warrior,2600,1800,23296404,effect
11817,Igknight Champion,FIRE,8,Warrior,2800,2300,59785059,effect
11818,Aromage Jasmine,LIGHT,2,Plant,100,1900,96789758,effect
11819,Aromage Cananga,EARTH,3,Plant,1400,1000,22174866,effect
11820,Aromage Rosemary,WATER,4,Plant,1800,700,58569561,effect
11821,Aromage Bergamot,FIRE,6,Plant,2400,1800,85967160,effect
11822,Aroma Jar,WIND,1,Rock,500,400,21452275,effect
11823,Infernoid Decatron,FIRE,1,Fiend,500,200,58446973,effect
11824,Bird of Paradise Lost,DARK,8,Wyrm,2700,1500,84845628,effect
11825,Magical Abductor,EARTH,4,Spellcaster,1700,1400,10239627,effect_pendulum
11826,Archfiend Eccentrick,LIGHT,3,Fiend,800,1000,57624336,effect_pendulum
11827,Toon Cyber Dragon,LIGHT,5,Machine,2100,1600,83629030,effect
11828,Deskbot 005,EARTH,5,Machine,500,500,10117149,effect_pendulum
11829,"Retaliating ""C""",EARTH,4,Insect,1400,1400,46502744,effect
11865,Dwarf Star Dragon Planeter,LIGHT,4,Dragon,1700,1200,67310848,effect
11866,Mekanikal Arkfiend,DARK,4,Fiend,100,2100,93715853,effect
11869,Geargianchor,EARTH,4,Machine,1800,500,92693205,effect
11871,"Dragodies, the Empowered Warrior",LIGHT,4,Warrior,1500,1500,65472618,effect_pendulum
11872,"Dragonox, the Empowered Warrior",DARK,4,Warrior,1500,1500,92870717,effect_pendulum
11873,"Aether, the Evil Empowering Dragon",DARK,6,Dragon,2300,1600,28865322,effect_pendulum
11875,Caninetaur,FIRE,3,Beast-Warrior,1500,200,91754175,effect
11876,Dino-Sewing,EARTH,4,Fiend,0,0,27143874,effect
11877,Mare Mare,WATER,7,Wyrm,2100,1400,54537489,effect
11881,Legendary Knight Critias,LIGHT,8,Warrior,2800,1800,85800949,effect
11887,Legendary Knight Hermos,LIGHT,8,Warrior,2800,1800,84565800,effect
11894,Lord of the Red,FIRE,8,Dragon,2400,2100,19025379,ritual
11896,Paladin of Dark Dragon,DARK,4,Dragon,1900,1200,71408082,ritual
11900,Toon Ancient Gear Golem,EARTH,8,Machine,3000,3000,7171149,effect
11907,Prediction Princess Coinorma,EARTH,3,Fairy,800,1400,32231618,effect
11908,Prediction Princess Petalelf,EARTH,3,Fairy,800,700,68625727,effect
11909,Prediction Princess Astromorrigan,DARK,3,Fairy,1300,0,5010422,effect
11910,Prediction Princess Arrowsylph,WIND,4,Fairy,1000,1400,31118030,effect
11911,Prediction Princess Crystaldine,WATER,5,Fairy,1400,2200,67503139,effect
11912,Prediction Princess Tarotrei,LIGHT,9,Fairy,2700,1200,94997874,ritual
11916,Aquaactress Tetra,WATER,1,Aqua,300,300,39260991,effect
11917,Aquaactress Guppy,WATER,2,Aqua,600,600,66668900,effect
11918,Aquaactress Arowana,WATER,6,Aqua,2000,2000,92053608,effect
11923,Infernity Patriarch,DARK,4,Fiend,1000,2000,54320860,effect
11924,Gogogo Aristera & Dexia,EARTH,4,Rock,0,2200,91718579,effect
11925,Wicked Acolyte Chilam Sabak,DARK,8,Reptile,2500,0,27103517,effect
11926,Galaxy Worm,LIGHT,3,Insect,1200,1000,54507222,effect
11927,The Winged Dragon of Ra - Sphere Mode,DIVINE,10,Divine-Beast,-1,-1,10000080,effect
11929,Red-Eyes Retro Dragon,DARK,4,Dragon,1700,1600,53485634,effect
11933,Dharma-Eye Magician,LIGHT,7,Spellcaster,2000,2500,88757791,effect_pendulum
11934,Dragonpulse Magician,EARTH,4,Spellcaster,1800,900,15146890,normal_pendulum
11935,Dragonpit Magician,WATER,7,Spellcaster,900,2700,51531505,normal_pendulum
11936,Nobledragon Magician,FIRE,3,Spellcaster,700,1400,88935103,effect_pendulum
11937,Oafdragon Magician,WIND,6,Spellcaster,2100,1400,14920218,effect_pendulum
11938,Performapal Skullcrobat Joker,DARK,4,Spellcaster,1800,100,40318957,effect_pendulum
11943,Dystopia the Despondent,DARK,12,Fiend,5000,5000,52085072,effect
11945,Performapal Secondonkey,EARTH,4,Beast,1000,2000,15978426,effect
11946,Performapal Splashmammoth,WATER,6,Beast,1900,2300,52963531,effect_pendulum
11947,Performapal Helpprincess,DARK,4,Warrior,1200,1200,88358139,effect
11948,Superheavy Samurai Thief,EARTH,10,Machine,1000,1000,14756848,effect
11949,Superheavy Samurai Transporter,EARTH,5,Machine,1200,1800,41141943,effect
11950,Superheavy Samurai Drum,EARTH,1,Machine,300,300,87535691,effect
11951,Superheavy Samurai Soulhorns,EARTH,1,Machine,0,300,14624296,effect
11952,Superheavy Samurai Soulclaw,EARTH,2,Machine,500,500,40028305,effect
11953,Fluffal Wings,LIGHT,1,Fairy,100,100,72413000,effect
11954,D/D Berfomet,DARK,4,Fiend,1400,1800,19808608,effect
11955,D/D Swirl Slime,DARK,2,Fiend,200,200,45206713,effect
11956,D/D Necro Slime,DARK,1,Fiend,300,300,72291412,effect
11957,Raidraptor - Wild Vulture,DARK,6,Winged Beast,1600,2000,8785161,effect
11958,Raidraptor - Skull Eagle,DARK,3,Winged Beast,1000,500,45184165,effect
11959,Performage Mirror Conductor,LIGHT,4,Spellcaster,600,1400,71578874,effect_pendulum
11960,Performage Plushfire,FIRE,4,Spellcaster,1000,1000,7563579,effect_pendulum
11961,The Legendary Fisherman III,WATER,7,Warrior,2500,2000,44968687,effect
11962,Assault Blackwing - Kunai the Drizzle,DARK,5,Winged Beast,2100,1600,70456282,effect
11963,Charging Gaia the Fierce Knight,LIGHT,7,Warrior,2300,2100,7841921,effect
11964,Sphere Kuriboh,DARK,1,Fiend,300,200,33245030,effect
11965,Super Soldier Soul,EARTH,1,Warrior,0,0,79234734,effect
11966,Beginning Knight,LIGHT,4,Warrior,500,2000,6628343,effect
11967,Evening Twilight Knight,DARK,4,Warrior,500,2000,32013448,effect
11968,"Vector Pendulum, the Dracoverlord",DARK,4,Dragon,1850,0,69512157,normal_pendulum
11969,Majespecter Cat - Nekomata,WIND,3,Spellcaster,100,1800,5506791,effect_pendulum
11970,Majespecter Raccoon - Bunbuku,WIND,3,Spellcaster,1200,900,31991800,effect_pendulum
11971,Majespecter Crow - Yata,WIND,4,Spellcaster,1000,1500,68395509,effect_pendulum
11972,Majespecter Fox - Kyubi,WIND,4,Spellcaster,1500,1000,94784213,effect_pendulum
11973,Majespecter Unicorn - Kirin,WIND,6,Spellcaster,2000,2000,31178212,effect_pendulum
11974,Igknight Cavalier,FIRE,5,Warrior,2400,1200,67273917,normal_pendulum
11975,Igknight Veteran,FIRE,6,Warrior,1300,2700,93662626,normal_pendulum
11976,Graydle Slime,WATER,5,Aqua,0,2000,20056760,effect
11977,Graydle Alligator,WATER,3,Aqua,500,1500,66451379,effect
11978,Graydle Cobra,WATER,3,Aqua,1000,1000,93445074,effect
11979,Graydle Eagle,WATER,3,Aqua,1500,500,29834183,effect
11980,Skilled Red Magician,DARK,4,Spellcaster,1600,1600,65338781,effect
11981,Giant Pairfish,WATER,6,Wyrm,2000,1200,92723496,effect
11982,Toon Barrel Dragon,DARK,7,Machine,2600,2200,28112535,effect
11983,Deskbot 006,EARTH,6,Machine,500,500,55106249,effect_pendulum
11984,Pot of The Forbidden,EARTH,9,Rock,2000,3000,91501248,effect
11985,Dr. Frankenderp,DARK,3,Psychic,300,300,27995943,effect
11986,Black Luster Soldier - Super Soldier,EARTH,8,Warrior,3000,2500,54484652,ritual
12025,Bujin Hiruko,LIGHT,4,Beast-Warrior,1000,2000,70026064,normal_pendulum
12028,Artifact Vajra,LIGHT,5,Fairy,1800,1900,69304426,effect
12029,Symphonic Warrior Miccs,WIND,5,Machine,2300,1100,5399521,effect_pendulum
12030,Performapal Trumpanda,EARTH,3,Beast,800,800,32787239,effect_pendulum
12031,Sky Dragoons of Draconia,WIND,5,Winged Beast,2200,200,68182934,normal_pendulum
12033,Kozmo Farmgirl,LIGHT,3,Psychic,1500,1000,31061682,effect
12034,Kozmo Goodwitch,LIGHT,4,Psychic,1800,1000,67050396,effect
12035,Kozmo Sliprider,LIGHT,5,Machine,2300,800,94454495,effect
12036,Kozmo Forerunner,LIGHT,7,Machine,2800,1400,20849090,effect
12038,"Dogoran, the Mad Flame Kaiju",FIRE,8,Dinosaur,3000,1200,93332803,effect
12039,"Kumongous, the Sticky String Kaiju",EARTH,7,Insect,2400,2500,29726552,effect
12041,Black Luster Soldier - Sacred Soldier,LIGHT,8,Warrior,3000,2500,92510265,effect
12042,Arisen Gaia the Fierce Knight,DARK,7,Warrior,2300,2100,29904964,effect
12047,Speedroid Terrortop,WIND,3,Machine,1200,600,81275020,effect
12048,Speedroid Tri-Eyed Dice,WIND,3,Machine,300,1500,27660735,effect
12049,Speedroid Double Yoyo,WIND,4,Machine,1400,1400,53054833,effect
12050,Speedroid Razorang,WIND,4,Machine,2000,0,80559548,effect
12051,Speedroid Menko,WIND,4,Machine,100,2000,16947147,effect
12052,Speedroid Taketomborg,WIND,3,Machine,600,1200,53932291,effect
12053,Speedroid Ohajikid,WIND,3,Machine,1000,200,89326990,effect
12054,Speedroid Red-Eyed Dice,WIND,1,Machine,100,100,16725505,effect
12060,Red Sprinter,FIRE,4,Fiend,1700,1200,14886469,effect
12061,Red Resonator,FIRE,2,Fiend,600,200,40975574,effect
12062,Synkron Resonator,DARK,1,Fiend,100,100,77360173,effect
12063,Chain Resonator,LIGHT,1,Fiend,100,100,13764881,effect
12064,Mirror Resonator,LIGHT,1,Fiend,0,0,40159926,effect
12067,PSY-Frame Driver,LIGHT,6,Psychic,2500,0,49036338,normal
12068,PSY-Framegear Alpha,LIGHT,1,Psychic,500,0,75425043,effect
12069,PSY-Framegear Beta,LIGHT,1,Psychic,700,0,2810642,effect
12070,PSY-Framegear Gamma,LIGHT,2,Psychic,1000,0,38814750,effect
12071,PSY-Framegear Delta,LIGHT,2,Psychic,1200,0,74203495,effect
12072,PSY-Framegear Epsilon,LIGHT,2,Psychic,1500,0,1697104,effect
12089,Relinkuriboh,DARK,1,Fiend,300,200,50185950,effect
12090,Ehther the Heavenly Monarch,LIGHT,8,Fairy,2800,1000,96570609,effect
12091,Erebus the Underworld Monarch,DARK,8,Zombie,2800,1000,23064604,effect
12092,Eidos the Underworld Squire,DARK,2,Spellcaster,800,1000,59463312,effect
12093,Edea the Heavenly Squire,LIGHT,1,Warrior,800,1000,95457011,effect
12097,Gagaga Head,DARK,6,Spellcaster,2100,2000,67120578,effect
12098,Samurai Cavalry of Reptier,EARTH,4,Dinosaur,1800,1200,93124273,effect_pendulum
12100,Kozmo Strawman,LIGHT,2,Psychic,500,1800,56907986,effect
12101,Kozmoll Wickedwitch,DARK,4,Psychic,1900,300,93302695,effect
12102,Kozmo DOG Fighter,DARK,6,Machine,2000,2400,29491334,effect
12103,Kozmo Dark Destroyer,DARK,8,Machine,3000,1800,55885348,effect
12105,"Radian, the Multidimensional Kaiju",DARK,7,Fiend,2800,2500,28674152,effect
12106,"Gameciel, the Sea Turtle Kaiju",WATER,8,Aqua,2200,3000,55063751,effect
12109,Tuning Magician,DARK,1,Spellcaster,0,0,54941203,effect
12110,Timebreaker Magician,DARK,3,Spellcaster,1400,0,80335817,effect_pendulum
12111,Performapal Monkeyboard,EARTH,6,Beast,1000,2400,17330916,effect_pendulum
12112,Performapal Guitartle,WATER,1,Aqua,300,400,53724621,effect_pendulum
12113,Performapal Bit Bite Turtle,WATER,3,Reptile,800,1200,89113320,effect_pendulum
12114,Performapal Rain Goat,WATER,1,Beast,0,0,16617334,effect
12115,Performapal Trump Girl,DARK,2,Spellcaster,200,200,42002073,effect_pendulum
12116,Superheavy Samurai Magnet,EARTH,4,Machine,900,1900,89091772,effect
12117,Superheavy Samurai Prepped Defense,EARTH,3,Machine,100,2100,15495787,effect
12118,Superheavy Samurai General Jade,EARTH,8,Machine,1800,2800,42880485,effect_pendulum
12119,Superheavy Samurai General Coral,EARTH,1,Machine,300,500,78274190,effect_pendulum
12120,Solo the Melodious Songstress,LIGHT,4,Fairy,1600,1000,14763299,effect
12121,Score the Melodious Diva,LIGHT,2,Fairy,200,200,41767843,effect
12122,Blackwing - Harmattan the Dust,DARK,2,Winged Beast,800,800,77152542,effect
12123,Twilight Ninja Shingetsu,DARK,4,Warrior,1500,100,14541657,effect
12124,"Twilight Ninja Nichirin, the Chunin",DARK,6,Warrior,2300,1000,40945356,effect
12125,"Twilight Ninja Getsuga, the Shogun",DARK,8,Warrior,2000,3000,76930964,effect
12126,"Buster Blader, the Destruction Swordmaster",EARTH,7,Warrior,2600,2300,3428069,effect
